"SourceProject","TargetProject","SourceIssueKey","TargetIssueKey","LinkDirection","SourceSummary","SourceStatus","SourceUpdated"
"OSO","POP","OSO-446","POP-382","Inbound","Project: Network Sentry- First to fight for Branches having issues with their Network","In Progress","09/26/2025 16:46:03"
"OSO","POP","OSO-446","POP-408","Inbound","Project: Network Sentry- First to fight for Branches having issues with their Network","In Progress","09/26/2025 16:46:03"
"MCCE","OAE","MCCE-88","OAE-1800","Outbound","Investigate login prompt showing during a cobrowse session when customer selects specific OAM links","In Progress","09/24/2025 12:30:21"
"MCCE","OAE","MCCE-88","OAE-1866","Inbound","Investigate login prompt showing during a cobrowse session when customer selects specific OAM links","In Progress","09/24/2025 12:30:21"
"AUT","AUTO","AUT-863","AUTO-6959","Outbound","[Camunda] BPM is not completed after close event","Testing","05/30/2025 10:51:21"
"OAE","DBEAN","OAE-1557","DBEAN-1999","Inbound","Mobile App - Expand Loan DB to customers with a Pending app","Acceptance","06/26/2025 15:41:58"
"AUT","AUTO","AUT-653","AUTO-6972","Inbound","[Tech Debt] [LOS-API] [Pivot2] Need to fix countryCode for phoneNumber send to comms","Backlog","06/16/2025 09:24:48"
"AUT","AUTO","AUT-653","AUTO-6342","Inbound","[Tech Debt] [LOS-API] [Pivot2] Need to fix countryCode for phoneNumber send to comms","Backlog","06/16/2025 09:24:48"
"UPT","CAD","UPT-135","CAD-3979","Outbound","Facilitate Sentry Upgrade","Backlog","09/23/2025 08:28:09"
"UX","ACQ","UX-1190","ACQ-3883","Outbound","ACQ Backgrog","Backlog","06/23/2025 12:54:08"
"UX","ACQ","UX-1190","ACQ-3554","Inbound","ACQ Backgrog","Backlog","06/23/2025 12:54:08"
"UX","ACQ","UX-1190","ACQ-3924","Inbound","ACQ Backgrog","Backlog","06/23/2025 12:54:08"
"DBEAN","EMC","DBEAN-1421","EMC-946","Outbound","Build and launch Hybrid Mobile App","In Progress","06/04/2025 09:53:39"
"DCI","SRE","DCI-1177","SRE-972","Outbound","Send test traps from Ceph server(s) IPMI boards","Backlog","09/26/2025 10:11:44"
"IAM","OSO","IAM-2026","OSO-593","Outbound","Update termination procedures to process associated Personal Privileged Accounts along with their human user accounts.","Backlog","07/07/2025 11:14:46"
"ACQE","ACQ","ACQE-104","ACQ-2952","Outbound","Capture PQ Replay documentation for the ACQ mapping initiative","Backlog","06/23/2025 09:35:52"
"CDL","CARD","CDL-3436","CARD-572","Inbound","Load Venture Master Recon Tracking Report to Athena","Backlog","08/12/2025 10:24:34"
"CNE","PIE","CNE-1826","PIE-1","Inbound","Automate SecureCRT Sessions for Branch Switches","Backlog","08/28/2025 11:46:34"
"CCP","DEP","CCP-546","DEP-569","Inbound","GHA to build iOS application","Backlog","09/08/2025 09:21:38"
"EMC","SRE","EMC-305","SRE-3173","Outbound","Monitoring Universe Heatmap","Backlog","08/28/2025 16:57:27"
"CNE","EMC","CNE-1704","EMC-264","Outbound","Integrate Hughes SL1 Monitoring with BigPanda","In Progress","09/01/2025 21:17:22"
"OSO","POP","OSO-417","POP-382","Inbound","Expand Users using Grafana OnCall","In Progress","04/21/2025 10:19:28"
"OSO","POP","OSO-417","POP-408","Inbound","Expand Users using Grafana OnCall","In Progress","04/21/2025 10:19:28"
"DE","CI","DE-251","CI-14239","Inbound","Destroy old k8s clusters and ALBs in OmfCurrentLoans (dev/stg/prod)","In Progress","07/24/2025 11:26:20"
"DEP","DPR","DEP-306","DPR-15","Outbound","Private DNS rollout","In Progress","05/08/2025 19:00:32"
"DEP","DPR","DEP-306","DPR-15","Inbound","Private DNS rollout","In Progress","05/08/2025 19:00:32"
"DPSS","IMG","DPSS-71","IMG-1192","Inbound","[DMS] Send BAU loan orig Customer docs from {branch_id} to Box","In Progress","09/17/2025 09:38:43"
"ACQE","ACQ","ACQE-97","ACQ-2078","Outbound","Create catalog / location to capture queries used in ACQ ","Backlog","09/16/2025 11:47:29"
"GENAI","IAM","GENAI-12","IAM-1037","Outbound","Leverage enterprise genAI tools to improve Corporate Employee general productivity and effectiveness","In Progress","07/17/2025 11:40:46"
"GENAI","MES","GENAI-12","MES-346","Outbound","Leverage enterprise genAI tools to improve Corporate Employee general productivity and effectiveness","In Progress","07/17/2025 11:40:46"
"GENAI","EA","GENAI-12","EA-22","Outbound","Leverage enterprise genAI tools to improve Corporate Employee general productivity and effectiveness","In Progress","07/17/2025 11:40:46"
"GENAI","IAM","GENAI-12","IAM-1318","Outbound","Leverage enterprise genAI tools to improve Corporate Employee general productivity and effectiveness","In Progress","07/17/2025 11:40:46"
"GENAI","EA","GENAI-12","EA-18","Outbound","Leverage enterprise genAI tools to improve Corporate Employee general productivity and effectiveness","In Progress","07/17/2025 11:40:46"
"GENAI","MES","GENAI-12","MES-380","Outbound","Leverage enterprise genAI tools to improve Corporate Employee general productivity and effectiveness","In Progress","07/17/2025 11:40:46"
"GENAI","EA","GENAI-9","EA-16","Inbound","Improve TM Productivity and Effectiveness in Interacting with Customers using genAI","In Progress","07/17/2025 11:40:54"
"UX","CIA","UX-1030","CIA-106","Inbound","Loan Profile Activation: BrightWay Customers","Backlog","04/15/2025 14:10:16"
"CIA","UX","CIA-106","UX-1030","Outbound","Streamlining Loan Profile Activation for Existing Brightway Customers","Backlog","04/15/2025 14:11:02"
"COL","OAE","COL-1120","OAE-1741","Inbound","Bankruptcy Update - Chapter 7","Backlog","06/18/2025 09:18:49"
"COL","OAE","COL-1121","OAE-1740","Inbound","Bankruptcy OAM Update - Chapter 13","Backlog","06/18/2025 09:18:30"
"CNS","ETAC","CNS-414","ETAC-416","Outbound","2024 3rd Party Firewall Assessment ","In Progress","07/22/2025 16:17:58"
"CRSK","AI","CRSK-1749","AI-2474","Outbound","Upgrade ATB to accommodate Tomcat V 9.x","Backlog","07/18/2025 02:30:30"
"AUT","AUTO","AUT-840","AUTO-4409","Outbound","[DG] rebuild quote functionality is timing out when called for AUTO-4409","Backlog","06/12/2025 09:12:27"
"AUT","AUTO","AUT-840","AUTO-4402","Outbound","[DG] rebuild quote functionality is timing out when called for AUTO-4409","Backlog","06/12/2025 09:12:27"
"IMG","CTGR","IMG-713","CTGR-214","Inbound","[IMG] Ability for customers to upload power of attorney documents in DSA portal","In Progress","08/07/2025 15:56:16"
"AUT","AUTO","AUT-874","AUTO-4053","Outbound","Activity Log notes on verification email and offers need to be corrected.","Backlog","05/30/2025 10:51:22"
"CBRE","CAD","CBRE-576","CAD-1050","Outbound","DPL - Credit Bureau Reporting","Ready for Work","09/26/2025 15:30:40"
